video_id,account,publish_date,publish_time,topic_category,topic_angle,format,hook_text,hook_model,duration_seconds,word_count,views,retention_5s,completion_rate,like_count,comment_count,share_count,favorite_count,like_rate,share_rate,performance_tier,pillars_used,is_repeat,has_script,video_url,video_title,is_hidden,notes
313,抖音官号,2025-09-13,13:39,休假病假,我德国护士长疯狂抢中,口播,我德国护士长 疯狂抢中国护士 因为我们医院太缺护士了 不止我们医院缺护士 99%的德国医院都很缺护士 德国老龄化严重,其他,70,337,154973,48.66,11.9,973,408,1035,,0.63,0.67,A,"P11,P21",FALSE,TRUE,,,否,
314,抖音官号,2025-09-14,15:40,权益加班,护士不用被叫班不用英,口播,护士不用被叫班 不用英文叫班 不用床旁交接 不用交接物品 这样的叫班方式 居然是真实存在的 我在德国心内科做护士,A_反常识,63,325,5663,41.27,9.54,53,11,8,,0.94,0.14,D,"P3,P6,P7",FALSE,TRUE,,,否,
315,抖音官号,2025-09-16,10:18,护士证路径,越来越多的中国护士入,口播,越来越多的中国护士入职德国医院 当伙伴们带着梦想踏上德国 也许还有些忐忑 但从来都不是一个人 9月 我们海狸已经抵达,其他,48,255,7352,37.2,4.07,63,6,10,,0.86,0.14,D,,FALSE,TRUE,,,否,
316,抖音官号,2025-09-18,12:38,夜班,护理部的规定能有多奇,口播,护理部的规定能有多奇葩 我在普通的心内科 28张病床 所以就算住满了 也就28个病人 德国的液体很少 病人的检查和治疗,其他,54,272,36482,46.61,14.29,153,10,40,,0.42,0.11,C,"P1,P3,P7,P9,P24",FALSE,TRUE,,,否,
317,抖音官号,2025-09-19,08:58,夜班,中专护理毕业在德国做,口播,中专护理毕业 在德国做护士8年多 不是靠家里 不是拼关系 而是靠一个 很多人都不了解的办法 用国内护士证换德国护士证,C_共情痛点,69,276,498668,59.76,21.58,3663,395,5585,,0.73,1.12,A,"P1,P20,P22,P23,P28",FALSE,TRUE,,,否,
318,抖音官号,2025-09-19,17:45,夜班,中专护理毕业在德国做,口播,中专护理毕业 在德国做护士8年多 不是靠家里 不是拼关系 而是靠一个 很多人都不了解的办法 用国内护士证换德国护士证,C_共情痛点,54,276,7618,36.67,10.66,84,12,37,,1.1,0.49,D,"P1,P20,P22,P23,P28",FALSE,TRUE,,,否,
319,抖音官号,2025-09-20,16:35,权益加班,来了德国才知道关于护,口播,来了德国 才知道关于护士的事 我在德国第五大城市杜塞 从现在这家医院 工作6年多了 八九年前 在国内一家医院,其他,83,429,6010,36.97,11.89,42,12,15,,0.7,0.25,D,"P3,P7,P20,P28",FALSE,TRUE,,,否,
320,抖音官号,2025-09-21,16:50,夜班,28岁女护士在德国做,口播,28岁女护士 在德国做护士的第8年 为什么不回国 很多人问我这个问题 我想答案应该是 有多少中专学历的护士,C_共情痛点,68,335,33085,40.55,9.55,280,28,157,,0.85,0.47,C,"P4,P22,P23",FALSE,TRUE,,,否,
321,抖音官号,2025-09-22,19:48,中德差异,发达国家的医院对护士,口播,发达国家的医院 对护士能有多体贴 为了不让杂护士来回折腾 把滤器盒一次性手套 冲管敷料 这些常用的耗材 都放在病房里,其他,91,448,13962,40.62,7.95,157,9,80,,1.12,0.57,C,P26,FALSE,TRUE,,,否,
322,抖音官号,2025-09-23,18:17,互换比管理,00后整顿职场护士整,口播,00后整顿职场 护士整顿护士长 护士把医院投诉了 我在德国做护士 遇到过护士反手投诉护士长 护理部的情况,D_冲突事件,71,328,6968,46.95,12.57,68,3,9,,0.98,0.13,D,,FALSE,TRUE,,,否,
323,抖音官号,2025-09-25,12:22,权益加班,催着我下班,口播,护士长每天催着我下班 因为护士加班竟然都是违法 我每周工作时长是38.5个小时 超出这个时长 护士长就会问我要钱,A_反常识,61,326,13839,45.01,10.57,161,13,45,,1.16,0.33,C,"P4,P5,P11,P22",FALSE,TRUE,,,否,
324,抖音官号,2025-09-26,10:29,工资收入,小费,口播,哈哈今天 又到我们发小费的日子啦 拆个盲盒看看有多少 100欧和快800 毛爷爷刚开始到德国的时候 扶病人上厕所,B_数字冲击,34,185,11862,35.95,19.34,105,4,21,,0.89,0.18,C,,FALSE,TRUE,,,否,
325,抖音官号,2025-09-27,11:27,夜班,护士不是青春饭经验丰,口播,护士不是青春饭 经验丰富技术过硬 才是咱最大的底气 我在德国做护士8年多了 见过很多新手护士 小到20刚出头,其他,84,395,6666,32.76,5.09,69,7,4,,1.04,0.06,D,"P23,P27",FALSE,TRUE,,,否,
326,抖音官号,2025-09-28,09:45,权益加班,为了让护士好好打工多,口播,为了让护士好好打工多干活 德国医院真的是煞费苦心啊 第一点 就是超长年假必须休完 每年除了法定节假日 和自己的轮休,其他,96,419,13176,44.45,11.41,126,12,40,,0.96,0.3,C,P1,FALSE,TRUE,,,否,
327,抖音官号,2025-09-29,09:05,护士证路径,普通家庭的孩子出国工,口播,普通家庭的孩子出国工作 到底能改变阶级吗 我出生在湖南 四线城市的小村里 算是个典型的山村小孩 如今在德国工作快8年了,其他,80,416,21775,44.11,13.21,181,17,15,,0.83,0.07,C,"P22,P23,P24",FALSE,TRUE,,,否,
328,抖音官号,2025-09-30,09:10,休假病假,德国护士的就业率能高,口播,德国护士的就业率能高达99% 只要你有护士证 医院随你挑 我在普通心内科做护士 15年国内中专护理专业毕业,C_共情痛点,75,378,7700,36.74,10.61,79,6,29,,1.03,0.38,D,"P4,P19,P20,P22,P25,P28",FALSE,TRUE,,,否,
329,抖音官号,2025-10-01,10:32,夜班,我在国内中专护理毕业,口播,我在国内中专护理毕业 用中专学历闯进了德国医院 自从来了德国 我才慢慢体验到 护士真正该有的尊严和底线 我在德国,C_共情痛点,68,347,10603,32.13,8.68,88,5,27,,0.83,0.25,C,"P1,P11,P22",FALSE,TRUE,,,否,
330,抖音官号,2025-10-02,10:14,权益加班,护士长通知召开全体大,口播,护士长通知召开全体大会 让上班的护士必须参加 强制参加 没想到 会上第一个被点名的就是我 护士长直接下令 要我多休年假,A_反常识,61,309,24034,49.66,17.9,232,20,81,,0.97,0.34,C,"P2,P11",FALSE,TRUE,,,否,
331,抖音官号,2025-10-03,10:08,护士证路径,我靠中国护士证在德国,口播,我靠 中国护士证在德国逆袭了 谁再说护士证是丫鬟证 我第一个不同意 我在德国医院心内科做护士 来德国最大的动力,C_共情痛点,58,592,21193,35.82,8.76,129,11,59,,0.61,0.28,C,"P22,P25,P27",FALSE,TRUE,,,否,
332,抖音官号,2025-10-04,10:20,权益加班,德国官方出手让护士不,口播,"德国官方出手 让护士不断涨薪 我现在在德国做护士 每个月税后到手3,000欧左右 就这也是一点点涨起来的",其他,69,346,10716,36.66,8.98,85,1,17,,0.79,0.16,C,P15,FALSE,TRUE,,,否,
333,抖音官号,2025-10-05,10:45,夜班,我中专护士毕业在国内,口播,我中专护士毕业 在国内工作了不到一年 虽然时间不长 但是我却被护理部整怕了 体温检查做汇报搞评比 被查房,C_共情痛点,61,336,5822,36.59,11.59,56,1,35,,0.96,0.6,D,P22,FALSE,TRUE,,,否,
334,抖音官号,2025-10-06,09:45,夜班,专职夜班,口播,"如果护士一个夜班2,000块 你还会讨厌上夜班吗 德国护士的夜班 有两个很大的特点 第一夜班不强制",其他,74,402,14460,45.19,9.33,125,7,44,,0.86,0.3,C,P3,FALSE,TRUE,,,否,
335,抖音官号,2025-10-07,10:12,休假病假,从18岁到28岁从国,口播,从18岁到28岁 从国内农村到欧洲工作 这条路我已经走了快10年 我15年 从湖南某中专护校毕业 那时候在老家,C_共情痛点,71,359,16944,47.5,11.36,165,14,39,,0.97,0.23,C,"P22,P24",FALSE,TRUE,,,否,
336,抖音官号,2025-10-08,09:55,夜班,自从来到德国做护士我,口播,自从来到德国做护士 我才知道的5件事 第一实习护士也发工资 实习护士呀 不是免费劳动力 只要她去科室干活一天,其他,78,430,302377,51.5,12.6,3893,539,8166,,1.29,2.7,A,"P11,P13,P14,P19,P22,P27",FALSE,TRUE,,,否,
337,抖音官号,2025-10-09,17:25,夜班,99%的德国护士呀都,口播,99%的德国护士呀 都不排斥夜班 最大的一点原因就是 德国护士下了夜班 睡好大觉就行 不会被科室叫去开会 检查或者考试,其他,52,267,12479,40.59,12.33,97,5,13,,0.78,0.1,C,"P1,P7",FALSE,TRUE,,,否,
338,抖音官号,2025-10-11,18:16,权益加班,德国版本的护士真的是,口播,德国版本的护士 真的是让我不断的长见识 文化壁文化腿随处可见 耳环项链也是可以戴的 护理部根本都不管这些,其他,56,279,6763,34.07,8.99,49,2,22,,0.72,0.33,D,"P4,P11,P12,P20",FALSE,TRUE,,,否,
339,抖音官号,2025-10-12,16:20,权益加班,外国护士是怎么看待中,口播,外国护士 是怎么看待中国护士的 毫不夸张的说 他们眼中的中国护士 就是世界上数一数二 不可多得的人才,其他,60,307,16299,51.25,11.32,192,13,26,,1.18,0.16,C,"P5,P20",FALSE,TRUE,,,否,
340,抖音官号,2025-10-13,19:49,夜班,我倒要看看护士上夜班,口播,我倒要看看 护士上夜班吃个芒果能咋地 我在这里切芒果 我同事已经去接新病人去了 但是这个新病人是我 在切芒果之前,其他,46,203,25452,45.38,21.36,153,8,13,,0.6,0.05,C,,FALSE,TRUE,,,否,
341,抖音官号,2025-10-14,13:50,休假病假,海狸未来学员95后大,口播,海狸未来学员 95后大专护士米粒 复读3个月了 分享心路历程 为什么选择了出国 我在国内工作的时候 感觉生活都没有盼头,B_数字冲击,110,563,12157,46.41,8.42,73,7,32,,0.6,0.26,C,P11,FALSE,TRUE,,,否,
342,抖音官号,2025-10-14,17:54,权益加班,快年底了护士长又在求,口播,快年底了 护士长又在求着我们 赶紧休假 我在德国心内科做护士 全职护士的法定工作时长是 每个周38.5-40个小时,B_数字冲击,63,307,30157,50.71,17.35,149,6,58,,0.49,0.19,C,"P4,P5,P11",FALSE,TRUE,,,否,
343,抖音官号,2025-10-15,18:21,权益加班,德国护士反内卷的四大,口播,德国护士反内卷的四大行为 第一不卷无私奉献 实习护士也要拿工资 每个月七八千块钱 没有因为是学习,其他,82,414,8448,43.75,12.45,53,5,47,,0.63,0.56,D,"P17,P22",FALSE,TRUE,,,否,
344,抖音官号,2025-10-16,19:58,夜班,德国人的脑回路啊真的,口播,德国人的脑回路啊 真的是特别的新奇 应聘护士 比招聘的医院还要牛 你敢信吗 我在德国医院心内科做护士 我们科刚入职了,A_反常识,62,307,16158,46.02,20.48,115,3,19,,0.71,0.12,C,P27,FALSE,TRUE,,,否,
345,抖音官号,2025-10-17,18:22,权益加班,护士上一周夜班就能月,口播,护士上一周夜班 就能月入过万 这是真的 我在德国普通心内科 即使是我们普通科的小护士 一个夜班的底薪加补助,其他,52,275,25565,44.66,11.86,140,17,74,,0.55,0.29,C,"P1,P7,P20",FALSE,TRUE,,,否,
346,抖音官号,2025-10-20,13:52,权益加班,我在德国医院心内科做,口播,我在德国医院心内科做护士 我们科固定护士是21个 一个护士助理 一个科室助理 另外还有一个科室秘书 下病床是违反规定的,其他,89,484,11386,60.89,4.81,58,2,34,,0.51,0.3,C,"P20,P28",FALSE,TRUE,,,否,
347,抖音官号,2025-10-20,17:57,工资收入,小费,口播,一个月没有来科室上班 今天来科室上班的第一天 咚咚咚咚 又收到我们小费的 一个分发了 一起猜猜看会有多少吧,其他,48,169,625818,59.15,28.04,2649,196,2023,,0.42,0.32,A,,FALSE,TRUE,,,否,
348,抖音官号,2025-10-21,18:36,休假病假,病假,口播,故事工作的常态是 可能外行人会觉得 护士受伤 坚守岗位是敬业 我同样身为护士 看到的却是杂 工作背后的辛酸,其他,58,247,7041,45.13,9.23,44,0,4,,0.62,0.06,D,P13,FALSE,TRUE,,,否,
349,抖音官号,2025-10-22,15:21,权益加班,自从来到德国做护士后,口播,自从来到德国做护士后 我才发现的 这6个中德护士差异 第一德国的护士上班 必须要有工资拿 而且当月工资当月发,其他,83,456,35064,46.64,13.6,203,21,298,,0.58,0.85,C,P1,FALSE,TRUE,,,否,
350,抖音官号,2025-10-23,19:18,权益加班,我们全科上下只剩两个,口播,我们全科上下 只剩两个护士了 就这护士长 还让护士继续休假 我在德国 普通心内科科室 最多最多只能收28个病人,D_冲突事件,70,361,454974,58.89,19.47,2990,296,5185,,0.66,1.14,A,"P1,P2,P11",FALSE,TRUE,,,否,
351,抖音官号,2025-10-24,18:12,夜班,中专护理生为什么要选,口播,中专护理生 为什么要选择出国当护士呢 大家好啊 我是在德国医院工作的 中国护士 很多人问我 在国内找不到工作吗,C_共情痛点,71,369,21598,46.81,15.15,194,16,101,,0.9,0.47,C,"P4,P19,P20,P22,P24",FALSE,TRUE,,,否,
352,抖音官号,2025-10-25,12:50,夜班,夜班还这么抢,口播,我在德国医院心内科做护士 我们科室的夜班 不用护士长安排 护士们抢着就上了 从来不够分的 为啥夜班还这么抢手呢,其他,66,318,12054,42.43,9.45,72,6,25,,0.6,0.21,C,P9,FALSE,TRUE,,,否,
353,抖音官号,2025-10-26,15:05,权益加班,来了德国才发现医院太,口播,来了德国才发现 医院太有边界感了 不让护士加班 更不能免费加班 因为他怕违法 我在德国医院 普通科室 合同规定,A_反常识,68,323,21951,55.03,11.43,167,39,47,,0.76,0.21,C,"P1,P2,P11,P14,P17",FALSE,TRUE,,,否,
354,抖音官号,2025-10-28,18:04,休假病假,为什么护士请个假这么,口播,为什么护士请个假这么难 我在国内工作的时候 有什么事情都会想着说 先跟同事换个班 不会想到直接去请假,D_冲突事件,83,435,14608,52.3,17.21,73,4,24,,0.5,0.16,C,P13,FALSE,TRUE,,,否,
355,抖音官号,2025-10-29,18:04,招聘学员,招聘护士连高矮胖瘦都,口播,招聘护士 连高矮胖瘦都要筛选 咱也不敢问这是招护士嘞 还是在选美 我在德国做护士 我们科室护士高矮胖瘦 各种类型都有,A_反常识,47,238,22070,40.4,20.04,66,3,37,,0.3,0.17,C,"P20,P28",FALSE,TRUE,,,否,
356,抖音官号,2025-10-30,18:34,夜班,国内中专护士在德国做,口播,国内中专护士 在德国做护士是什么体验 我现在在德国的第五大城市 已经做护士8年多 现在带大家去上个 德国护士的夜班,C_共情痛点,62,313,41120,49.49,21.49,173,15,104,,0.42,0.25,C,"P7,P22,P23",FALSE,TRUE,,,否,
357,抖音官号,2025-10-31,18:26,夜班,专职夜班,口播,今天跟大家分享一下 中专生在德国当护士 一年可以挣多少钱 因为我们的夜班 是可以自己选择上不上的,C_共情痛点,73,285,55166,75.99,39.27,259,50,491,,0.47,0.89,B,"P16,P22",FALSE,TRUE,,,否,
358,抖音官号,2025-11-03,12:14,休假病假,我们要开始排2026,口播,我们要开始排 2026年的一个年假了 加上周六周天的话 我一共是要计划 休8个星期的年假 就是56天,B_数字冲击,86,380,2050674,63.3,14.71,21089,10490,55375,,1.03,2.7,S,P11,FALSE,TRUE,,,否,
359,抖音官号,2025-11-04,10:30,其他,德国医院的交班真的跟,口播,德国医院的交班 真的跟国内的完全不一样 在国内交班 是不是得背稿子啊 床边交接 物品交接 甚至 有的医院还要英文交班,其他,63,300,22152,61.66,3.41,102,4,13,,0.46,0.06,C,,FALSE,TRUE,,,否,
360,抖音官号,2025-11-05,13:58,夜班,现在是我连着上的第五,口播,"现在 是我连着上的第五个夜班 一个夜班底薪加补助 能有2,000多块钱 这一万多我就到手了 如果护士的夜班",B_数字冲击,80,394,534721,56.65,14.66,3282,951,11783,,0.61,2.2,A,"P7,P20",FALSE,TRUE,,,否,
361,抖音官号,2025-11-07,11:36,其他,老铁们我护士同事都差,口播,老铁们 我护士同事都差点出了大错 德国人脑子是真轴啊 这次要不是我发现呀 那真的后果不堪设想 医生开的医嘱是,其他,91,465,30993,59.11,6.65,261,21,15,,0.84,0.05,C,,FALSE,TRUE,,,否,
362,抖音官号,2025-11-08,17:29,权益加班,强制休息,口播,"护士没有不排斥夜班的 但自从我到了德国 才发现 原来夜班还可以这样安排 一只要你上夜班 就能怒赚2,000块",其他,79,417,23690,46.31,10.9,135,15,75,,0.57,0.32,C,P9,FALSE,TRUE,,,否,
363,抖音官号,2025-11-09,14:13,夜班,来国外做护士才发现纹,口播,来国外做护士才发现 纹花臂做美甲 戴首饰穿鼻钉的护士 简直太不稀奇了 穿护士鞋不是必须的 入职就没有发护士帽,其他,71,362,13388,47.55,13.32,110,4,44,,0.82,0.33,C,"P20,P23,P28",FALSE,TRUE,,,否,
364,抖音官号,2025-11-09,17:58,其他,在德国医院上班碰到的,口播,在德国医院上班 碰到的一件小事情 让我明白了 什么叫做相依为命 我们科里有一位呃 老年痴待的女病人 连续两天,其他,112,547,8602,49.12,3.54,84,1,6,,0.98,0.07,D,,FALSE,TRUE,,,否,
365,抖音官号,2025-11-10,11:28,夜班,我真的不理解为什么一,口播,我真的不理解 为什么一提到卧床 病人出现压疮 大家第一个想到的就是 我们护士 护理不到位 就问谁不想病人好好的,其他,90,469,12777,54.98,6.58,91,7,44,,0.71,0.34,C,,FALSE,TRUE,,,否,
366,抖音官号,2025-11-12,10:14,权益加班,中国护士在德国上夜班,口播,中国护士在德国上夜班 是种什么样的体验 今天是我的第三个夜班 我还有两个夜班就上完了 之后休息6天,其他,70,356,15008,49.86,19.63,143,5,23,,0.95,0.15,C,,FALSE,TRUE,,,否,
